name,dosage,forme,presentation,price,remboursement,dci,type,prescription_required
LAMICTAL,5 mg,Comprimes dispersibles,B/30,13.027,13.02,LAMOTRIGINE,Anticonvulsivants,true
LAMICTAL,50 mg,Comprimes dispersibles,B/30,8.435,5.58,LAMOTRIGINE,Anticonvulsivants,true
LAMILEP,100 mg,Comprimes dispersibles secables,B/30,6.715,6.69,LAMOTRIGINE,Anticonvulsivants,true
LAMILEP,200 mg,Comprimes dispersibles secables,B/30,10.225,10.2,LAMOTRIGINE,Anticonvulsivants,true
LAMILEP,25 mg,Comprimes dispersibles,B/30,4.55,4.53,LAMOTRIGINE,Anticonvulsivants,true
LAMILEP,50 mg,Comprimes dispersibles secables,B/30,5.605,5.58,LAMOTRIGINE,Anticonvulsivants,true
LAMISIL,250 mg,Comprimes secables,B/14,30.29,18.469,TERBINAFINE,Antifongiques,false
LAMISIL,250 mg,Comprimes secables,B/28,55.76,36.938,TERBINAFINE,Antifongiques,false
LAMISIL,250 mg,Comprimes secables,B/30,46.57,39.576,TERBINAFINE,Antifongiques,false
LANSOPRAL,15 mg,Gelules,B/16,10.94,8.568,LANSOPRAZOLE,Antiacides,false
LANSOPRAL,15 mg,Gelules,FL/14,10.205,7.497,LANSOPRAZOLE,Antiacides,false
LANSOPRAL,15 mg,Gelules,FL/15,10.515,8.033,LANSOPRAZOLE,Antiacides,false
LANSOPRAL,15 mg,Gelules,FL/30,19.67,16.065,LANSOPRAZOLE,Antiacides,false
LANSOPRAL,15 mg,Gelules,FL/7,6.73,3.748,LANSOPRAZOLE,Antiacides,false
LANSOPRAL,30 mg,Gelules,FL/14,21.915,10.317,LANSOPRAZOLE,Antiacides,false
LANTUS,100 UI/ml,Solution injectable,B/5 carts/3 ml,137.632,137.625,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,true
LANTUS SOLOSTAR,100 UI/ml,Solution injectable,B/5 stylo prér/3 ml,144.759,137.632,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,true
LANZOR,15 mg,Gelules,FL/7,10.785,3.748,LANSOPRAZOLE,Antiacides,false
LANZOR,30 mg,Gelules,FL/14,36.2,10.317,LANSOPRAZOLE,Antiacides,false
LAPTOR,10 mg,Comprimes pellicules,B/30,15.785,12.47,ATORVASTATINE,Autres,true
LAPTOR,10 mg,Comprimes pellicules,B/90,44.04,37.408,ATORVASTATINE,Autres,true
LARGACTIL,100 mg,Comprimes drageifies,B/30,10.05,1.785,CHLORPROMAZINE,Antipsychotiques,true
LARGACTIL,100 mg,Comprimes secables,B/30,2.105,1.785,CHLORPROMAZINE,Antipsychotiques,true
LARGACTIL,25 mg,Comprimes drageifies,B/30,4.88,0.484,CHLORPROMAZINE,Antipsychotiques,true
LARGACTIL,25 mg,Comprimes pellicules,B/50,0.97,0.808,CHLORPROMAZINE,Antipsychotiques,true
LARGACTIL,25 mg/5 ml,Solution injectable,B/5/5 ml,2.082,1.768,CHLORPROMAZINE,Antipsychotiques,true
LAROXYL,40 mg/ml,Gouttes buvables,FL/20 ml,3.531,2.992,AMITRIPTYLINE,Antidépresseurs,true
LASICARE,40 mg,Comprimes secables,B/20,2.755,1.649,FUROSEMIDE,Diurétiques,true
LASICARE,500 mg,Comprimes secables,B/50,49.14,41.565,FUROSEMIDE,Diurétiques,true
LASILIX,40 mg,Comprimes,B/20,2.825,1.649,FUROSEMIDE,Diurétiques,true
LASILIX,40 mg,Comprimes secables,B/20,4.775,1.649,FUROSEMIDE,Diurétiques,true
LASILIX RETARD,60 mg,Gelules à liberation prolongee,B/30,4.539,3.85,FUROSEMIDE,Diurétiques,true
LATA SP,50 µg/ml,Collyre,FL/2.5 ml,24.26,20.621,LATANOPROST,Autres,true
LATANOCOL,50 µg/ml,Collyre,B/30 ophtads/0.3 ml,29.9,20.621,LATANOPROST,Autres,true
LATANOCOL,50 µg/ml,Collyre,FL/2.5 ml,24.905,20.621,LATANOPROST,Autres,true
LATANOCOL 3M,50 µg/ml,Collyre,FL/2.5 ml,25.24,20.621,LATANOPROST,Autres,true
LATANOPROST,50 µg/ml,Collyre,FL/2.5 ml,30.41,20.621,LATANOPROST,Autres,true
LATAPOL,50 µg/ml,Collyre,FL/2.5 ml,26.93,20.621,LATANOPROST,Autres,true
LATAZ,50 µg/ml,Collyre,FL/2.5 ml,26.607,20.621,LATANOPROST,Autres,true
LATAZ-CO,50 µg/5 mg,Collyre,FL/2.5 ml,34.465,22.453,LATANOPROST + TIMOLOL,Autres,true
LATIFEX 50,50 mg,Gelules,FL/10,4.4,2.678,TRAMADOL,Analgésiques (antidouleurs),false
LATIFEX PLUS,"37,5 mg/325 mg",Comprimes pellicules,B/20,5.72,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),false
LEPONEX,100 mg,Comprimes secables,B/50,181.469,154.249,CLOZAPINE,Antipsychotiques,true
LEPONEX,25 mg,Comprimes secables,B/50,44.813,38.091,CLOZAPINE,Antipsychotiques,true
LESCOL,80 mg,Comprimes à liberation prolongee,B/28,41.485,35.248,FLUVASTATINE,Autres,true
LEVEMIR FLEXPEN,100 UI/ml,Solution injectable,B/5 stylo injs/3 ml,148.266,148.265,INSULINE ANALOGUE : DETEMIR,Antidiabétiques,true
LEVET,100 mg/ml,Solution buvable,FL/300 ml,121.94,71.145,LEVETIRACETAM,Anticonvulsivants,true
LEVET,500 mg,Comprimes pellicules secables,B/60,47.685,16.779,LEVETIRACETAM,Anticonvulsivants,true
LEVOCINE,500 mg,Comprimes pellicules secables,B/5,24.615,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVODIS,500 mg,Comprimes pellicules secables,B/5,18.615,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVOFAST,5 mg,Comprimes orodispersibles,B/15,5.715,4.756,LEVOCETIRIZINE,Antihistaminiques,false
LEVOFLOX,500 mg,Comprimes pellicules secables,B/5,24.595,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVOFOR,500 mg,Comprimes pellicules secables,B/5,16.735,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVOMAX,500 mg,Comprimes pellicules secables,B/10,29.04,24.684,LEVOFLOXACINE,Antibiotiques,true
LEVOMAX,500 mg,Comprimes pellicules secables,FL/10,29.44,24.684,LEVOFLOXACINE,Antibiotiques,true
LEVOMAX,500 mg,Comprimes pellicules secables,FL/5,15.225,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVOMEPROMAZINE 100,100 mg,Comprimes enrobes,B/20,6.75,5.729,LEVOMEPROMAZINE,Antipsychotiques,true
LEVOMEPROMAZINE 25,25 mg,Comprimes enrobes,B/600,3.655,3.094,LEVOMEPROMAZINE,Antipsychotiques,true
LEVOPHTA,"0,05%",Collyre,FL/5 ml,10.931,9.291,LEVOCABASTINE,Antihistaminiques,false
LEVOREC,500 mg,Comprimes pellicules secables,FL/5,15.315,12.342,LEVOFLOXACINE,Antibiotiques,true
LEVORGICA,5 mg,Comprimes pellicules,B/15,7.83,4.756,LEVOCETIRIZINE,Antihistaminiques,false
LEVORGICA,5 mg,Comprimes pellicules,B/30,11.195,9.512,LEVOCETIRIZINE,Antihistaminiques,false
LEVORGICA,5 mg,Comprimes pellicules,B/7,3.805,2.219,LEVOCETIRIZINE,Antihistaminiques,false
LEVOSTAMINE,5 mg,Comprimes,B/15,6.435,4.756,LEVOCETIRIZINE,Antihistaminiques,false
LEVOSTAMINE,5 mg,Comprimes,B/30,11.19,9.512,LEVOCETIRIZINE,Antihistaminiques,false
LEVOTHYROX,125 µg,Comprimes secables,B/30,3.368,2.856,LEVOTHYROXINE,Hormones,false
LEVOTHYROX,25 µg,Comprimes secables,B/30,1.292,1.097,LEVOTHYROXINE,Hormones,false
LEVOTHYROX,75 µg,Comprimes secables,B/30,2.782,2.346,LEVOTHYROXINE,Hormones,false
LEVOX,500 mg,Comprimes pellicules secables,B/5,19.28,12.342,LEVOFLOXACINE,Antibiotiques,true
LEXOMIL,6 mg,Comprimes secables,T/30,11.98,1.344,BROMAZEPAM,Anxiolytiques (calmants),true
LIDOCA,10 mg/ml,Solution injectable,B/10 amps 5 ml,4.815,4.088,LIDOCAINE,Anesthésiques,true
LIDOCA,20 mg/ml,Solution injectable,B/10 amps 5 ml,5.445,4.624,LIDOCAINE,Anesthésiques,true
LIDOCA PLUS,"5,00%",Creme dermique,T/30 g,21.355,18.13,LIDOCAINE+PRILOCAINE,Anesthésiques,false
LINCOCINE,600 mg,Solution injectable,B/1/2 ml,2.04,1.734,LINCOMYCINE,Antibiotiques,true
LIOREFEN,10 mg,Comprimes secables,B/100,6.215,2.4,BACLOFENE,Antispasmodiques,false
LIPANOR,100 mg,Gelules,B/30,7.252,6.146,CIPROFIBRATE,Autres,true
LIPANTHYL,160 mg,Comprimes pellicules,B/30,22.015,9.154,FENOFIBRATE,Autres,true
LIPANTHYL 300,300 mg,Gelules,B/30,10.14,8.619,FENOFIBRATE,Autres,true
LIPOSIC,"0,20%",Gel ophtalmique,T/10 g,4.884,4.148,CARBOMERE,Autres,false
LIPTA,10 mg/10 mg,Comprimes pellicules,B/30,29.155,24.76,AMLODIPINE+ATORVASTATINE,Antihypertenseurs,true
LIPTA,5 mg/10 mg,Comprimes pellicules,B/30,29.155,24.76,AMLODIPINE+ATORVASTATINE,Antihypertenseurs,true
LOCACID,"0,05%",Creme dermique,T/30 g,5.47,2.184,TRETINOINE,Anticancéreux,true
LOCAPRED,"0,10%",Creme dermique,T/15 g,4.8,3.889,DESONIDE,Corticoïdes,false
LOCATOP,"0,10%",Creme dermique,T/30 g,9.155,7.778,DESONIDE,Corticoïdes,false
LOCERYL AMOROLFINE,"5,00%",Vernis à ongles medicamenteux,FL/2.5 ml,51.195,43.516,AMOROLFINE,Antifongiques,false
LODEPINE,10 mg,Comprimes secables,B/30,21.305,9.996,AMLODIPINE,Antihypertenseurs,true
LODEPINE,10 mg,Comprimes secables,B/90,20.26,9.996,AMLODIPINE,Antihypertenseurs,true
LODEPINE,5 mg,Gelules,B/30,16.4,7.14,AMLODIPINE,Antihypertenseurs,true
LODIPEX 10,10 mg,Comprimes,B/30,13.215,9.996,AMLODIPINE,Antihypertenseurs,true
LODIPEX 10,10 mg,Comprimes,B/90,35.34,29.988,AMLODIPINE,Antihypertenseurs,true
LODIPEX 5,5 mg,Comprimes,B/30,10.85,7.14,AMLODIPINE,Antihypertenseurs,true
LOPRIL,25 mg,Comprimes secables,B/30,13.095,4.233,CAPTOPRIL,Antihypertenseurs,true
LORADINE,1 mg/ml,Sirop,FL/60 ml,4.435,3.06,LORATADINE,Antihistaminiques,false
LORADINE,10 mg,Comprimes,B/10,5.315,2.389,LORATADINE,Antihistaminiques,false
LORADINE,10 mg,Comprimes,B/30,8.435,7.165,LORATADINE,Antihistaminiques,false
LORINEX,5 mg,Comprimes pellicules,B/15,6.82,4.118,DESLORATADINE,Antihistaminiques,false
LORINEX,5 mg,Comprimes pellicules,B/30,11.99,8.236,DESLORATADINE,Antihistaminiques,false
LOSAR,100 mg,Comprimes pellicules secables,B/28,26.335,18.302,LOSARTAN,Antihypertenseurs,true
LOSAR,100 mg,Comprimes pellicules secables,B/30,29.755,19.61,LOSARTAN,Antihypertenseurs,true
LOSAR,100 mg,Comprimes pellicules secables,B/90,69.22,58.828,LOSARTAN,Antihypertenseurs,true
LOSAR,100 mg,Comprimes pellicules secables,FL/30,26.895,19.61,LOSARTAN,Antihypertenseurs,true
LOSAR,50 mg,Comprimes pellicules secables,B/30,26.79,16.932,LOSARTAN,Antihypertenseurs,true
LOSAR,50 mg,Comprimes pellicules secables,B/60,46.67,33.864,LOSARTAN,Antihypertenseurs,true
LOSAR,50 mg,Comprimes pellicules secables,B/90,62.925,50.796,LOSARTAN,Antihypertenseurs,true
LOSAR,50 mg,Comprimes pellicules secables,FL/30,24.82,16.932,LOSARTAN,Antihypertenseurs,true
LOVIK,500 mg,Comprimes pellicules secables,B/5,19.39,12.342,LEVOFLOXACINE,Antibiotiques,true
LOWRAC,10 mg,Comprimes pellicules secables,B/30,13.215,9.996,AMLODIPINE,Antihypertenseurs,true
LOWRAC,10 mg,Comprimes pellicules secables,B/90,37.37,29.988,AMLODIPINE,Antihypertenseurs,true
LOWRAC,10 mg,Comprimes secables,B/30,23.115,9.996,AMLODIPINE,Antihypertenseurs,true
LOWRAC,10 mg,Gelules,B/30,20.86,9.996,AMLODIPINE,Antihypertenseurs,true
LOWRAC,10 mg,Gelules,B/90,35.34,29.988,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Comprimes pellicules secables,B/30,9.08,7.14,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Comprimes pellicules secables,B/90,25.4,21.42,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Comprimes secables,B/30,15.32,7.14,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Comprimes secables,B/60,20.445,14.28,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Comprimes secables,B/90,16.445,7.14,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Gelules,B/30,14.75,7.14,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Gelules,B/60,24.78,14.28,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Gelules,B/64,19.68,15.232,AMLODIPINE,Antihypertenseurs,true
LOWRAC,5 mg,Gelules,B/90,25.24,21.42,AMLODIPINE,Antihypertenseurs,true
LOWRADIP,10 mg,Comprimes pellicules secables,B/30,25.66,21.803,LERCANIDIPINE,Antihypertenseurs,true
LOWRADIP,20 mg,Comprimes pellicules secables,B/30,25.66,21.803,LERCANIDIPINE,Antihypertenseurs,true
LOXEN,20 mg,Comprimes secables,B/30,6.218,5.279,NICARDIPINE,Antihypertenseurs,true
LOXEN LP,50 mg,Gelules à liberation prolongee,B/60,27.05,22.95,NICARDIPINE,Antihypertenseurs,true
LUMIGAN,"0,1 mg/ml",Collyre,FL/3 ml,38.675,32.872,BIMATOPROST,Autres,true
LUSOPRESS,20 mg,Comprimes pellicules,B/28,12.508,10.615,NITRENDIPINE,Antihypertenseurs,true
LUVERIS,75 UI/ml,Pdre p.prep.injectable,B/1 FL + solv/1 ml,41.429,35.215,LUTROPINE ALFA,Hormones,true
LYDOL,150 mg,Gelules,B/14,14.6,13.3,PREGABALINE,Anticonvulsivants,true
LYDOL,150 mg,Gelules,B/56,56.2,53.2,PREGABALINE,Anticonvulsivants,true
LYDOL,75 mg,Gelules,B/14,14.6,12.558,PREGABALINE,Anticonvulsivants,true
LYDOL,75 mg,Gelules,B/56,56.2,50.232,PREGABALINE,Anticonvulsivants,true
LYRICA,150 mg,Gelules,B/56,128.85,53.2,PREGABALINE,Anticonvulsivants,true
LYRICA,75 mg,Gelules,B/14,23.115,12.558,PREGABALINE,Anticonvulsivants,true
LYRICA,75 mg,Gelules,B/56,101.22,50.232,PREGABALINE,Anticonvulsivants,true
LYSANXIA,10 mg,Comprimes secables,B/40,5.602,2.24,PRAZEPAM,Anxiolytiques (calmants),true
LYSANXIA,15 mg/ml,Gouttes buvables,FL/20 ml,5.545,2.216,PRAZEPAM,Anxiolytiques (calmants),true
MADOPAR,250 mg,Comprimes quadrisecables,B/100,76.092,64.6,BENSERAZIDE+LEVODOPA,Autres,true
MAXIDEX,"0,10%",Collyre,FL/5 ml,2.033,1.725,DEXAMETHASONE,Corticoïdes,false
MECIR LP,"0,4 mg",Comprimes à liberation prolongee,B/30,37.04,11.256,TAMSULOSINE,Antihypertenseurs,true
MECLON,500 mg/100 mg,Ovules,B/10,17.794,7.116,CLOTRIMAZOLE+METRONIDAZOLE,Antibiotiques,true
MEDAXON,4 mg/ml,Solution injectable,B/1 amp 1 ml,1.35,0.623,DEXAMETHASONE,Corticoïdes,true
MEDAXON,4 mg/ml,Solution injectable,B/1/1 ml,1.095,0.623,DEXAMETHASONE,Corticoïdes,true
MEDAXON,4 mg/ml,Solution injectable,B/10 amps 1 ml,9.03,6.231,DEXAMETHASONE,Corticoïdes,true
MEDAXON,4 mg/ml,Solution injectable,B/10/1 ml,8.23,6.231,DEXAMETHASONE,Corticoïdes,true
MEDAXON FORT,8 mg,Solution injectable,B/1 amp 2 ml,1.565,1.063,DEXAMETHASONE,Corticoïdes,true
MEDICLAV,"500 mg/62,5 mg",Comprimes pellicules,B/12,9.03,6.222,AMOXICILLINE+ACIDE CLAVULANIQUE,Antibiotiques,true
MEDIPREX,10 mg,Comprimes pellicules secables,B/15,13.625,10.787,ESCITALOPRAM,Antidépresseurs,true
MEDIPREX,10 mg,Comprimes pellicules secables,B/30,26.065,21.573,ESCITALOPRAM,Antidépresseurs,true
MEDISIUM,75 mg/3 ml,Solution injectable,B/5/3 ml,5.195,2.754,DICLOFENAC,Anti-inflammatoires,true
MEDROL,16 mg,Comprimes secables,B/20,7.022,5.967,METHYLPREDNISOLONE,Corticoïdes,true
MEDROL,4 mg,Comprimes secables,B/30,3.627,3.06,METHYLPREDNISOLONE,Corticoïdes,true
MEDZAR,50 mg,Comprimes pellicules secables,B/28,24.715,15.803,LOSARTAN,Antihypertenseurs,true
MEDZAR,50 mg,Comprimes pellicules secables,B/90,59.785,50.796,LOSARTAN,Antihypertenseurs,true
MEFALGIC,250 mg,Gelules,B/20,2.705,2.125,ACIDE MEFENAMIQUE,Anti-inflammatoires,false
MEFENAL,250 mg,Gelules,B/20,3.315,2.125,ACIDE MEFENAMIQUE,Anti-inflammatoires,false
MEFOR,1000 mg,Comprimes pellicules secables,B/60,7.805,5.151,METFORMINE,Antidiabétiques,true
MEFOR,850 mg,Comprimes pellicules,B/60,6.66,4.437,METFORMINE,Antidiabétiques,true
MEGACEF,100 mg/5 mg,Poudre pour suspension orale,FL/40 ml,9.06,7.684,CEFIXIME,Antibiotiques,true
MEGACEF,100 mg/5 ml,Poudre pour suspension orale,FL/40 ml,17.945,7.684,CEFIXIME,Antibiotiques,true
MEGACEF,100 mg/5 ml,Poudre pour suspension orale,FL/60 ml,14.51,11.526,CEFIXIME,Antibiotiques,true
MEGACEF,200 mg,Gelules,B/16,24.415,20.74,CEFIXIME,Antibiotiques,true
MEGACEF,200 mg,Gelules,B/8,15.145,10.37,CEFIXIME,Antibiotiques,true
MEGACEF,40 mg/5 ml,Poudre pour suspension orale,FL/40 ml,10.805,4.148,CEFIXIME,Antibiotiques,true
MEGACEF,40 mg/5 ml,Poudre pour suspension orale,FL/60 ml,7.355,6.222,CEFIXIME,Antibiotiques,true
MENOPUR,75 UI/ml,Pdre p.prep.injectable,B/5 FL + 5 amps solv/1 ml,166.571,124.41,FSH+LH,Hormones,true
MEPRAZOL,20 mg,Gelules,B/14,8.955,5.349,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,B/16,20.755,12.226,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,B/28,25.185,21.396,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,FL/14,14.52,10.698,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,FL/28,27.11,21.396,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,FL/30,34.56,22.925,OMEPRAZOLE,Antiacides,false
MEPRAZOL,20 mg,Gelules,FL/7,8.665,5.349,OMEPRAZOLE,Antiacides,false
MEPROBAMATE,400 mg,Comprimes,B/40,3.76,1.504,MEPROBAMATE,Anxiolytiques (calmants),true
MERIONAL,75 UI/ml,Pdre p.prep.injectable,B/1 FL + amp solv/1 ml,29.273,24.882,FSH+LH,Hormones,true
MERIONAL HG,75 UI/ml,Pdre p.prep.injectable,B/1 FL + amp solv/1 ml,45.96,24.882,FSH+LH,Hormones,true
MESATEC,500 mg,Comprimes gastro-resistants,B/120,66.47,56.406,MESALAZINE,Anti-inflammatoires,true
MESATEC,500 mg,Comprimes gastro-resistants,B/60,37.175,28.203,MESALAZINE,Anti-inflammatoires,true
MESONE,"0,10%",Creme dermique,T/30 g,10.79,9.154,MOMETASONE,Corticoïdes,false
MESONE,50 µg/dose,Spray nasal,FL/120 doses,19.55,11.016,MOMETASONE,Corticoïdes,false
MESOPRAL,20 mg,Gelules gastroresistantes,FL/7,6.54,3.641,ESOMEPRAZOLE,Antiacides,false
MESOPRAL,40 mg,Gelules gastroresistantes,FL/7,11.25,4.343,ESOMEPRAZOLE,Antiacides,false
MESTINON,60 mg,Comprimes enrobes,B/20,30.786,26.168,PYRIDOSTIGMINE BROMURE,Autres,true
METACYCLINE,250 mg,Comprimes,B/20,2.325,1.972,TETRACYCLINE,Antibiotiques,true
METEOSPASMYL,60 mg,Capsules molles,B/20,5.131,2.048,ALVERINE CITRATE+SIMETICONE,Antispasmodiques,false
METFORAL,850 mg,Comprimes enrobes,B/30,3.925,2.218,METFORMINE,Antidiabétiques,true
METHACIN 100,100 mg,Suppositoires,B/10,3.17,2.695,INDOMETACINE,Anti-inflammatoires,true
METHACIN 50,50 mg,Suppositoires,B/10,1.805,1.428,INDOMETACINE,Anti-inflammatoires,true
METHERGIN,"0,2 mg/ml",Solution injectable,B/5/1 ml,5.832,4.956,METHYLERGOMETRINE,Hormones,true
METHOTREXATE,"2,5 mg",Comprimes,B/100,49.76,19.3,METHOTREXATE,Immunosuppresseurs,true
METHOTREXATE,"2,5 mg",Comprimes,FL/50,27.885,9.65,METHOTREXATE,Immunosuppresseurs,true
METROGYL,250 mg,Comprimes pellicules,B/20,2.735,2.312,METRONIDAZOLE,Antibiotiques,true
METROL,"0,25 mg/ml",Gouttes buvables,FL/20 ml,7.355,6.239,METHYLERGOMETRINE,Hormones,true
MEXINE,200 mg,Solution injectable,B/10/2 ml,7.705,5.049,CIMETIDINE,Antiacides,false
MI-DIABENIL,"2,5 mg",Comprimes,B/60,4.04,1.632,GLIBENCLAMIDE,Antidiabétiques,true
MIBRAL,10 mg,Comprimes secables,B/30,20.26,9.996,AMLODIPINE,Antihypertenseurs,true
MIBRAL,5 mg,Comprimes secables,B/30,16.445,7.14,AMLODIPINE,Antihypertenseurs,true
MICARDIS,40 mg,Comprimes,B/28,39.71,18.469,TELMISARTAN,Antihypertenseurs,true
MICARDIS,40 mg,Comprimes,B/30,23.288,19.788,TELMISARTAN,Antihypertenseurs,true
MICARDIS,80 mg,Comprimes,B/28,47.605,18.469,TELMISARTAN,Antihypertenseurs,true
MICARDIS,80 mg,Comprimes,B/30,23.287,19.788,TELMISARTAN,Antihypertenseurs,true
MICARDIS PLUS,"80 mg/12,5 mg",Comprimes,B/28,47.555,22.562,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
MICARDIS PLUS,80 mg/25 mg,Comprimes,B/28,53.915,22.539,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,true
MICROGYNON 30,30 µg,Comprimes drageifies,B/3/21,3.032,2.57,ETHINYLESTRADIOL + LEVONORGESTREL,Hormones,true
MICROLUTON,30 µg,Comprimes pellicules,B/3/35,7.096,4.373,LEVONORGESTREL,Hormones,true
MICROVAL,30 µg,Comprimes enrobes,B/28,4.19,3.499,LEVONORGESTREL,Hormones,true
MIFLASONE,200 µg,Gelules,B/60,11.586,9.843,BECLOMETASONE,Corticoïdes,false
MIFLASONE,400 µg,Gelules,B/60,21.793,18.513,BECLOMETASONE,Corticoïdes,false
MIFLONIDE,200 µg,Poudre pour inhalation buccale,B/60 gélules + inhal breezhaler,19.345,11.475,BUDESONIDE,Corticoïdes,true
MIFLONIDE,400 µg,Poudre pour inhalation buccale,B/60 gélules + inhal breezhaler,31.955,19.38,BUDESONIDE,Corticoïdes,true
MIKOSTAT,100000 UI/ml,Suspension buvable,FL/30 ml + compte-gouttes,6.85,2.736,NYSTATINE,Antifongiques,true
MIKOSTAT,"2,00%",Pommade dermique,T/25 g,4.49,3.804,NYSTATINE,Antifongiques,false
MINIRIN,60 µg,Lyophilisat oral,B/30,72.93,61.99,DESMOPRESSINE,Hormones,true
MIOCAMEN,250 mg,Poudre pour suspension orale,FL/120 ml,10.878,9.18,MIDECAMYCINE,Antibiotiques,true
MIOCAMEN,600 mg,Comprimes,B/12,11.952,10.159,MIDECAMYCINE,Antibiotiques,true
MIOREL,4 mg,Gelules,B/12,5.155,1.901,THIOCOLCHICOSIDE,Anti-inflammatoires,false
MIOREL,4 mg,Gelules,B/24,10.845,3.802,THIOCOLCHICOSIDE,Anti-inflammatoires,false
MIOREL,4 mg/2 ml,Solution injectable,B/5/2 ml,4.49,1.654,THIOCOLCHICOSIDE,Anti-inflammatoires,true
MIOREL,4 mg/2 ml,Solution injectable,B/6/2 ml,4.965,1.985,THIOCOLCHICOSIDE,Anti-inflammatoires,true
MIRAZINE,15 mg,Comprimes pellicules secables,B/30,16.64,14.127,MIRTAZAPINE,Antidépresseurs,true
MIRAZINE,30 mg,Comprimes pellicules secables,B/30,26.5,22.517,MIRTAZAPINE,Antidépresseurs,true
MIXTARD 30 HM,100 UI/ml,Suspension injectable,FL/10 ml,6.753,4.31,INSULINE HUMAINE,Antidiabétiques,true
MIXTARD 30 HM PENFILL,100 UI/ml,Suspension injectable,B/5/3 ml,43.506,43.505,INSULINE HUMAINE,Antidiabétiques,true
MIZOLLEN,10 mg,Comprimes pellicules à liberation modifiee,B/14,7.295,6.2,MIZOLASTINE,Antihistaminiques,false
MOLSICOR,2 mg,Comprimes secables,B/30,4.35,3.392,MOLSIDOMINE,Antihypertenseurs,true
MOLSICOR,4 mg,Comprimes secables,B/30,7.66,6.503,MOLSIDOMINE,Antihypertenseurs,true
MONCAS,10 mg,Comprimes pellicules,B/28,34.15,29.012,MONTELUKAST,Bronchodilatateurs,true
MONCAS,5 mg,Comprimes à croquer,B/28,34.15,29.012,MONTELUKAST,Bronchodilatateurs,true
MONO-ETIKEN,4 mg,Comprimes secables,B/30,18.81,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,true
MONO-TIAZEM LP,200 mg,Gelules à liberation prolongee,B/30,19.075,13.337,DILTIAZEM,Antihypertenseurs,true
MONO-TIAZEM LP,300 mg,Gelules à liberation prolongee,B/30,20.405,14.918,DILTIAZEM,Antihypertenseurs,true
MONO-TILDIEM,200 mg,Gelules à liberation prolongee,B/28,26.365,12.447,DILTIAZEM,Antihypertenseurs,true
MONO-TILDIEM,300 mg,Gelules à liberation prolongee,B/28,28.77,13.923,DILTIAZEM,Antihypertenseurs,true
MONOCLINE 200,200 mg,Comprimes,B/10,8.905,5.831,DOXYCYCLINE,Antibiotiques,true
MONOFLOCET,200 mg,Comprimes pellicules,B/2,5.24,2.324,OFLOXACINE,Antibiotiques,true
MONOPROST,50 µg/ml,Collyre,B/30 récip unids,37.485,20.621,LATANOPROST,Autres,true
MONOREL,1 mg,Comprimes secables,B/30,7.075,3.57,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,1 mg,Comprimes secables,B/90,13.295,10.71,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,2 mg,Comprimes secables,B/30,11.105,5.916,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,2 mg,Comprimes secables,B/90,23.195,17.748,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,3 mg,Comprimes secables,B/30,14.715,7.115,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,3 mg,Comprimes secables,B/90,26.745,21.344,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,4 mg,Comprimes secables,B/30,16.85,8.288,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,4 mg,Comprimes secables,B/90,31.66,24.863,GLIMEPIRIDE,Antidiabétiques,true
MONOREL,6 mg,Comprimes secables,B/90,32.415,27.54,GLIMEPIRIDE,Antidiabétiques,true
MONURIL ADULTE,3 g,Granules pour suspension buvable,B/1 sachets,19.011,12.869,FOSFOMYCINE,Antibiotiques,true
